practice_number,practice_name,town,suburb,physical_address,telephone,province,latitude,longitude,location_precision,source_name,source_updated_at,source_page,validation_status,is_active
638625,Clicks Pharmacy - 2 Long Street,CAPE TOWN,CAPE TOWN,"SHOP 15, 2 LONG STREET, CAPE TOWN",021 4181003,WESTERN CAPE,-33.922588,18.423165,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
319066,Clicks Pharmacy - Zevenwacht,CAPE TOWN,CAPE TOWN,"SHOP 98 ZEVENWACHT MALL CNR, POLKADRAAI & VAN RIEBEECK ROAD, KUILS RIVER",021 9060836,WESTERN CAPE,-33.925694,18.421824,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
319104,Clicks Pharmacy - Burg Street,CAPE TOWN,CAPE TOWN,"CNR BURG & CHURCH STREET, CAPE TOWN",021 4249210,WESTERN CAPE,-33.926659,18.421094,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
319961,Medirite Pharmacy - Bothasig,CAPE TOWN,CAPE TOWN,"SHOPRITE CENTRE CNR VRYBURGER, AVENUE & TAFELBERG STREET, BOTHASIG",021 5580786,WESTERN CAPE,-33.922071,18.421376,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
320617,Akmed Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP 2 AASHI QUALLY CENTRE, CNR 4TH AVENUE & LAKE ROAD, GRASSY PARK",021 7050927,WESTERN CAPE,-33.928,18.422176,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
325880,Clicks Pharmacy - Maynard Mall,CAPE TOWN,CAPE TOWN,"SHOP 22 MAYNARD MALL, CNR MAIN & WETTON ROAD, WYNBERG",021 7977127,WESTERN CAPE,-33.924729,18.4258,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
336351,Clicks Pharmacy - Somerset West,CAPE TOWN,CAPE TOWN,"SHOP 20 CIRCLE SHOPPING CENTRE, 7 BELVEDERE STREET, SOMERSET WEST",021 8512513,WESTERN CAPE,-33.922918,18.422741,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
336831,Medirite Pharmacy Blue Downs,CAPE TOWN,CAPE TOWN,"ERF 20395 CAVALIER RETAIL, CENTRE CNR HINDLE ROAD & EERSRIV, EERSTE RIVER",021 9090054,WESTERN CAPE,-33.927976,18.421847,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
348961,Clicks Pharmacy - Adelphi,CAPE TOWN,CAPE TOWN,"SHOPS 19 & 20 ARTEM SHOPPING, CENTRE MAIN ROAD, SEA POINT",021 4343871,WESTERN CAPE,-33.927553,18.421635,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
352071,Medirite Pharmacy - Middestad,CAPE TOWN,CAPE TOWN,"SHOPRITE MIDDESTAD MALL 30 CNR, CHARL MALAN & CHURCH STREET, BELLVILLE",021 9486526,WESTERN CAPE,-33.922235,18.424341,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
353078,Pinelands Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP 24B HOWARD CENTRE, CNR FOREST & HOWARD DRIVE, PINELANDS",021 5319206,WESTERN CAPE,-33.927647,18.424553,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
353086,Clicks Pharmacy Pinelands,CAPE TOWN,CAPE TOWN,"SHOP 6 CENTRAL BUILDING, FOREST DRIVE SERVICE ROAD, PINELANDS",021 5313819,WESTERN CAPE,-33.925294,18.426694,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
383120,Golden Acre Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP 75 GOLDEN ACRE, 9 ADDERLEY STREET, CAPE TOWN",021 4258786,WESTERN CAPE,-33.923906,18.4246,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
387045,Clicks Pharmacy - Bellville,CAPE TOWN,CAPE TOWN,"130 TEDDINGTON ROAD, BELLVILLE",021 9485717,WESTERN CAPE,-33.924612,18.426176,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
388580,Cape Quarter Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP D01 CAPE QUARTER LIFESTYLE, VILLAGE 27 SOMERSET ROAD, GREEN POINT",021 4180360,WESTERN CAPE,-33.927153,18.423706,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
391549,Cavendish Square Clicks Pharmacy,CAPE TOWN,CAPE TOWN,"SECTION A SHOP F8 CAVENDISH, CONNECT MAIN ROAD, CLAREMONT",021 6743115,WESTERN CAPE,-33.922071,18.422271,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
393460,Clicks Pharmacy - Gugulethu,CAPE TOWN,CAPE TOWN,"SHOP 61 GUGULETHU SQUARE, CNR NY 1 & NY 6, GUGULETU",021 6384087,WESTERN CAPE,-33.925882,18.421235,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
396524,Maitland Family Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP 14 MAITLAND SQUARE, 278 VOOTREKKER ROAD, MAITLAND",064 9096359,WESTERN CAPE,-33.922141,18.422294,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
398802,Pick 'N Pay Pharmacy,CAPE TOWN,CAPE TOWN,"SOMERSET MALL, CNR N2 & R44, SOMERSET WEST",021 8518256,WESTERN CAPE,-33.924188,18.424459,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
399523,Westerford Kwikspar Pharmacy,CAPE TOWN,CAPE TOWN,"1 SILWOOD CENTRE, CAMPGROUND ROAD, RONDEBOSCH",021 6853022,WESTERN CAPE,-33.927247,18.426176,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
414808,Clicks Pharmacy - Regent Road,CAPE TOWN,CAPE TOWN,"SHOP 14 -16 THE POINT MALL, REGENT ROAD, SEA POINT",021 4340594,WESTERN CAPE,-33.927271,18.421518,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
187801,Clicks Pharmacy - Tygervalley,CAPE TOWN,CAPE TOWN,"SHOP 533 TYGER VALLEY SHOPPING, CENTRE BILL BEZUIDENHOUT AVENUE, TYGER VALLEY",021 9141677,WESTERN CAPE,-33.924541,18.426859,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
187887,Clicks Pharmacy - Somerset Mall,CAPE TOWN,CAPE TOWN,"SHOP 2 SOMERSET MALL SHOPPING, CENTRE CNR N2 & R44, SOMERSET WEST",021 8527330,WESTERN CAPE,-33.925882,18.423918,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
188808,Clicks Pharmacy - Kenilworth,CAPE TOWN,CAPE TOWN,"SHOP 58 KENILWORTH CENTRE, DONCASTER ROAD, KENILWORTH",021 6832942,WESTERN CAPE,-33.926282,18.423965,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
188832,Medirite Pharmacy - Tokai,CAPE TOWN,CAPE TOWN,"SHOP 98 CHECKERS HYPER BLUE, ROUTE MALL CNR VANS & TOKAI ROAD, TOKAI",021 7130547,WESTERN CAPE,-33.923082,18.424906,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
236985,Clicks Pharmacy - Rondebosch,CAPE TOWN,CAPE TOWN,"SHOP 23 RONDEBOSCH MALL, 23 MAIN ROAD, RONDEBOSCH",021 6898973,WESTERN CAPE,-33.924165,18.423141,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
241210,Reddam Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP G5 STEENBERG VILLAGE, SHOPPING CENTRE REDDAM AVENUE, TOKAI",021 7014001,WESTERN CAPE,-33.924776,18.425659,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
261580,Jafmed Pharmacy,CAPE TOWN,CAPE TOWN,"328 OTTERY ROAD, OTTERY",021 7039791,WESTERN CAPE,-33.922871,18.424529,town,Western Cape Pharmacy Network List,2024-07-15,5,verified,true
268011,Wellness Warehouse,CAPE TOWN,CAPE TOWN,"SHOP 3 1ST FLOOR LIFESTYLE ON, KLOOF 50 KLOOF STREET, GARDENS",021 2762310,WESTERN CAPE,-33.926776,18.421941,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
275638,H Brand 5 Cc T/A Essential Healt,CAPE TOWN,CAPE TOWN,"SHOP 10 - 11 BOULEVARD SQUARE, BRACKENFELL BOULEVARD, PROTEA HEIGHTS",021 9816631,WESTERN CAPE,-33.922071,18.426576,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
282189,Medirite Pharmacy - Willow Villa,CAPE TOWN,CAPE TOWN,"CHECKERS LIFESTYLE CENTRE CNR, OLD OAK ROAD & CARL CRONJE DRIVE, BELLVILLE",021 9147049,WESTERN CAPE,-33.925082,18.421353,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
291633,Medirite Pharmacy - Khayelitsha,CAPE TOWN,CAPE TOWN,"CNR WALTER SISULU ROAD & NOMANZO, MONGE STREET, KHAYELITSHA",021 3640642,WESTERN CAPE,-33.923271,18.426671,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
292419,Waterstone Village Clicks Pharma,CAPE TOWN,CAPE TOWN,"SHOP 12 GROUND FLOOR WATERSTONE, VILLAGE CNR R44 & MAIN ROAD, SOMERSET WEST",021 8528706,WESTERN CAPE,-33.927459,18.426671,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
298654,Medirite Pharmacy - Weltevreden,CAPE TOWN,CAPE TOWN,"WESTGATE MALL CNR MORGENSTER, ROAD & JAKES GERWEL DRIVE, MITCHELLS PLAIN",021 3747738,WESTERN CAPE,-33.926847,18.424529,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
305677,De Grendel Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP 4 CENTURION CENTRE, DE GRENDEL AVENUE, BOTHASIG",021 5584420,WESTERN CAPE,-33.924824,18.425165,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
312193,Pick 'N Pay Pharmacy - Claremont,CAPE TOWN,CAPE TOWN,"MONT CLARE PLACE, CNR MAIN & CAMPGROUND ROAD, CLAREMONT",021 6745867,WESTERN CAPE,-33.925482,18.424341,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
313866,Medirite Pharmacy - Eerste Rivie,CAPE TOWN,CAPE TOWN,"SHOPRITE GRAND CENTRAL SHOPPING, CENTRE CNR MAIN & PLEIN STREET, EERSTE RIVER",021 9045710,WESTERN CAPE,-33.9244,18.421353,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
3387,Medirite Pharmacy - Somerset Wes,CAPE TOWN,CAPE TOWN,"SHOP 3 SOMERSET SQAURE, CNR MAIN & GORDON ROAD, SOMERSET WEST",021 8529300,WESTERN CAPE,-33.924376,18.425588,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
3743,Symphony Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP B3 SHOPRITE CENTRE, CNR SYMPHONY WALK & ALLEGRO LANE, MITCHELLS PLAIN",021 3923938,WESTERN CAPE,-33.923271,18.422765,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
4871,Glengariff Pharmacy,CAPE TOWN,CAPE TOWN,"2 MAIN ROAD, SEA POINT",021 4343133,WESTERN CAPE,-33.927835,18.425494,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
5517,Lifestyle Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP 17 ST PETERS SQUARE, MAIN ROAD, OBSERVATORY",021 4481037,WESTERN CAPE,-33.926118,18.423824,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
27731,Sunningdale Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP 14 PARKLANDS CENTRE, LINK ROAD, PARKLANDS",021 5568151,WESTERN CAPE,-33.927882,18.426318,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
50326,Bantry Bay Pharmacy,CAPE TOWN,CAPE TOWN,"29 VICTORIA ROAD, BANTRY BAY",021 4392290,WESTERN CAPE,-33.9252,18.421424,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
58823,Silverglades Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP 11-12 VALLYLAND SHOPPING, CENTRE RECREATION ROAD, FISH HOEK",021 7821113,WESTERN CAPE,-33.926965,18.421918,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
61603,Baykem Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP 24 VILLAGE WALK, 58 LANCASTER ROAD, GORDON'S BAY",021 8561388,WESTERN CAPE,-33.924824,18.423941,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
152595,Esack'S Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP 6B TOWN CENTRE, SURRAN ROAD, HANOVER PARK",021 6918117,WESTERN CAPE,-33.923106,18.425682,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
156671,Dis-Chem Century City Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP 41 GROUND FLOOR CANAL WALK, CENTURY BOULEVARD, CENTURY CITY",021 5520161,WESTERN CAPE,-33.925412,18.421235,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
161101,Dis-Chem Somermall Pharmacy,CAPE TOWN,CAPE TOWN,"SHOP 310 SOMERSET MALL, CNR N2 & R44, SOMERSET WEST",021 8505941,WESTERN CAPE,-33.924635,18.424247,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
161756,Nu-Crane Pharmacy Mitchell'S Pla,CAPE TOWN,CAPE TOWN,"PROMENADE MEDICAL CENTRE CNR A Z, BERMAN DRIVE & MORGENSTER ROAD, LENTEGEUR",021 3766104,WESTERN CAPE,-33.924471,18.423259,town,Western Cape Pharmacy Network List,2024-07-15,6,verified,true
679631,Clicks Pharmacy Irene Mall,CENTURION,CENTURION,"SHOP 102,104 & 106, IRENE VILLAGE MALL, C/O NELLMAPIUS & PIERRE VAN RYNE",086 0254257,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,6,needs_location_review,true
686336,Clicks Pharmacy Saxby,CENTURION,CENTURION,1053 FREDERICK STREET,086 0254257,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,6,needs_location_review,true
763659,Clicks Pharmacy - Marylone,CENTURION,CENTURION,"SHOP 27 BLU VALLEY CENTRE, BOTHRILL",086 0254257,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,6,needs_location_review,true
884901,Clicks Pharmacy The Colosseum,CENTURY CITY,CENTURY CITY,"SHOP G17 & 18 THE COLOSSEUM CNR, CENTURY WAY & CENTURY BOULEVARD, CENTURY CITY",021 5552111,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,6,needs_location_review,true
601276,Dis-Chem Central Park Pharmacy,CENTURY CITY,CENTURY CITY,"INTERCARE DAY HOSPITAL CENTURY, CITY CNR CENTURY WAY & PARK LANE, CENTURY CITY",021 0032947,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,6,needs_location_review,true
348872,Clicks Pharmacy Sable Square,CENTURY CITY,CENTURY CITY,"SHOP J11A & J12 SABLE SQUARE, CNR BOSMANSDAM & RATANGA ROAD, CENTURY CITY",021 5527234,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,6,needs_location_review,true
238872,Medirite Pharmacy - Century City,CENTURY CITY,CENTURY CITY,"SHOP 11 CHECKERS CENTURY CITY, SABLE ROAD",021 5520052,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,6,needs_location_review,true
177687,Clicks Pharmacy - Canal Walk,CENTURY CITY,CENTURY CITY,"SHOP 103 LOWER LEVEL CANAL WALK, SHOPPING CENTRE CENTURY CITY, DRIVE",021 5551740,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,6,needs_location_review,true
6003508,Pharmacy Ceres,CERES,CERES,"104 VOORTREKKER STREET, CERES",023 3122440,WESTERN CAPE,-33.365847,19.312788,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
757098,Pharmacy At Spar Ceres,CERES,CERES,"SHOP 6 CERES SQUARE, CNR OWEN & VOORTREKKER STREET, CERES",022 4260002,WESTERN CAPE,-33.368506,19.307965,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
279102,Clicks Pharmacy - Ceres,CERES,CERES,"SHOP 3 PICK N PAY CENTRE, VOORTREKKER STREET, CERES",023 3162192,WESTERN CAPE,-33.365753,19.309447,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
784141,Clicks Pharmacy Charlesville,CHARLESVILLE,CHARLESVILLE,"SHOP 3, CHARLESVILLE CENTRE, VALHALLA DRIVE",,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,7,needs_location_review,true
395587,Citrusdal Apteek,CITRUSDAL,CITRUSDAL,"63 CNR VOORTREKKER & MULLER, STREET, CITRUSDAL",022 9212159,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,7,needs_location_review,true
6034926,Sederkem Pharmacy,CLANWILLIAM,CLANWILLIAM,"2 AUGSBURG ROAD, CLANWILLIAM",027 4821226,WESTERN CAPE,-32.1816,18.894294,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
738603,Clicks Pharmacy Clanwilliam,CLANWILLIAM,CLANWILLIAM,"SHOP 20 CEDAR MILL MALL CNR DE, VILLIERS STREET & OU KAAPSE ROAD, CLANWILLIAM",027 4821067,WESTERN CAPE,-32.179765,18.893,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
193623,Dis-Chem Claremont Pharmacy,CLAREMONT,CLAREMONT,"SHOP G1 STANDARD BANK GALLERIA, 178-182 MAIN ROAD, CLAREMONT",021 6731480,WESTERN CAPE,-33.982482,18.462941,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
561282,Essential Health Pharmacy - Clar,CLAREMONT,CLAREMONT,"LIFE CLAREMONT HOSPITAL, BUILDING 245 MAIN ROAD",021 9826010,WESTERN CAPE,-33.984882,18.463106,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
924989,Clicks Pharmacy Mall of Tembisa,CLAYVILLE,CLAYVILLE,"SHOP LG25, MALL OF TEMBISA, CORNER OF ANGOLA AND OLIFANTSFON",021 4601555,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,7,needs_location_review,true
891290,Clicks Pharmacy Constantia Empor,CONSTANTIA,CONSTANTIA,"SHOP 12 & 13 CONSTANTIA, EMPORIUM LADIES MILE ROAD, CONSTANTIA",021 7997190,WESTERN CAPE,-34.033553,18.423259,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
6000975,Constantia Pharmacy,CONSTANTIA,CONSTANTIA,"SHOP 25 CONSTANTIA VILLAGE, SHOPPING MALL SPAANSCHEMAT RIVER, ROAD",021 7943713,WESTERN CAPE,-34.033129,18.426271,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
336289,Clicks Pharmacy - Constantia,CONSTANTIA,CONSTANTIA,"SHOP 12 & 13 CONSTANTIA, COURTYARD SHOPPING CENTRE MAIN, ROAD",021 7945086,WESTERN CAPE,-34.031482,18.425071,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
6073468,Netcare Constantia Pharmacy,CONSTANTIA PARK,CONSTANTIA PARK,CNR. DUVERNOY STREET & CHOPIN ST,086 0254257,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,7,needs_location_review,true
607967,Danabay Medicine Depot,DANABAY,DANABAY,13 MALVA ROAD,044 6981093,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,7,needs_location_review,true
6003605,De Aar Apteek,DE AAR,DE AAR,"17 MAIN STREET, DE AAR",053 6312402,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,7,needs_location_review,true
6078028,Hex-Kem Pharmacy,DE DOORNS,DE DOORNS,"41 VOORTREKKER STREET, DE DOORNS",023 3562348,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,7,needs_location_review,true
714658,Clicks Pharmacy-Delft Mall,DELFT,DELFT,"SHOP 7 DELFT MALL, HINDLE ROAD, DELFT",021 9550096,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,7,needs_location_review,true
6064825,Stellenbosch Apteek,DIE BOORD,DIE BOORD,CNR ROKEWOOD SAFFNAAM AVENUE,021 8838571,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,7,needs_location_review,true
6083005,Steps To Health Pharmaceuticals,DIEP RIVER,DIEP RIVER,85 CNR KENDAL & BOUNDARY ROADS,021 7125050,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,7,needs_location_review,true
6077730,Medicare Village Square,DURBANVILLE,DURBANVILLE,"SHOP 11 PALM GROVE CENTRE, CNR KERK STRAAT & DURBAN ROAD, DURBANVILLE",021 9756570,WESTERN CAPE,-33.8312,18.649247,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
6068170,Mediplein Pharmacy,DURBANVILLE,DURBANVILLE,"8A PLEIN STREET, DURBANVILLE",021 9761106,WESTERN CAPE,-33.829694,18.644071,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
1108417,Essential Health Pharmacy - Clar,DURBANVILLE,DURBANVILLE,"SHOP 10 CLARA ANNA FONTEIN, 1 SHAMWARI CLOSE, DURBANVILLE",021 9826010,WESTERN CAPE,-33.830918,18.645106,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
795089,Dis-Chem Durbanville Pharmacy,DURBANVILLE,DURBANVILLE,"SHOP 9A DURBANVILLE TOWN CENTRE, 33 WELLINGTON ROAD, DURBANVILLE",021 5410038,WESTERN CAPE,-33.829741,18.649459,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
423009,Medirite Pharmacy - Durbanville,DURBANVILLE,DURBANVILLE,"CHECKERS MIDWELL CENTRE, WELLINGTON ROAD, DURBANVILLE",021 9762818,WESTERN CAPE,-33.832329,18.647506,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
544906,Clicks Pharmacy Pinehurst,DURBANVILLE,DURBANVILLE,"SHOP 9 &10 PINEHURST CENTRE, PINEHURST DRIVE, DURBANVILLE",021 9792763,WESTERN CAPE,-33.830729,18.644941,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
548073,Pharmacy At Spar Sonstraal,DURBANVILLE,DURBANVILLE,"SHOP 1 CNR LANGEBERG ROAD &, VERDI BOULEVARD, DURBANVILLE",021 9751896,WESTERN CAPE,-33.831412,18.646282,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
6077781,Disa-Med Pharmacy Durbanville,DURBANVILLE,DURBANVILLE,45 WELLINGTON ROAD,021 9802100,WESTERN CAPE,-33.830659,18.645529,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
6003664,Durbanville Pharmacy,DURBANVILLE,DURBANVILLE,"3 MIDVILLE CENTRE, WELLINGTON ROAD",021 9761206,WESTERN CAPE,-33.829882,18.646212,town,Western Cape Pharmacy Network List,2024-07-15,7,verified,true
334065,Clicks Pharmacy Graanendal,DURBANVILLE,DURBANVILLE,"SHOP 4 GRAANENDAL SHOPPING, CENTRE CNR BRACKENFELL BOULEVARD, & BERGRIVER ROAD",021 9792130,WESTERN CAPE,-33.831671,18.645294,town,Western Cape Pharmacy Network List,2024-07-15,8,verified,true
383813,Clicks Pharmacy - Durbanville,DURBANVILLE,DURBANVILLE,"SHOP 1 D'VILLE SHOPPING CENTRE, CNR MAIN & WELLINGTON ROAD",021 9765617,WESTERN CAPE,-33.828612,18.644706,town,Western Cape Pharmacy Network List,2024-07-15,8,verified,true
142875,Sonate Pharmacy,DURBANVILLE,DURBANVILLE,"CNR LANGEBERG ROAD, AND VERDI BOULEVARD",021 9750438,WESTERN CAPE,-33.831435,18.646329,town,Western Cape Pharmacy Network List,2024-07-15,8,verified,true
1136186,Dis-Chem Village Square Pharmacy,DURBANVILLE,DURBANVILLE,"SHOP 22 VILLAGE SQUARE MALL, CNR OXFORD AND QUEEN STREET, DURBANVILLE",010 5892200,WESTERN CAPE,-33.830118,18.648659,town,Western Cape Pharmacy Network List,2024-07-15,8,verified,true
6072593,Netcare Edenvale Pharmacy,EDENVALE,EDENVALE,CNR ANDRIES PRETORIUS STREET & 1,021 4601089,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
82082,Edgemead Pharmacy,EDGEMEAD,EDGEMEAD,"SHOP 14 EDGEMEAD SHOPPING, CENTRE CNR LOUIS THIBAULT &, LETCHWORTH DRIVE",021 5581047,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
1015079,Clicks Pharmacy Faerie Glen Hype,FAERIE GLEN,FAERIE GLEN,"PICK N PAY HYPERMARKET, CNR ATTERBURY ROAD & SELIKATS CA",021 4601911,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
642517,Clicks Direct Medicines,FLORIDA,FLORIDA,"BUILDING 2, 14 TAMAR AVENUE",086 1444405,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
177695,Clicks Pharmacy - Golden Acre,FORESHORE,FORESHORE,"SHOP 66 GOLDEN ACRE, CASTLE STREET, FORESHORE",021 4181901,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
6001068,Culemborg Pharmacy,FORESHORE,FORESHORE,"GROUND FLOOR ZEELAND HOUSE, 7 HEERENGRACHT STREET, FORESHORE",021 4253925,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
812226,Dis-Chem Culemborg Pharmacy,FORESHORE,FORESHORE,"GROUND FLOOR ZEELAND HOUSE, HEERENGRAGHT STREET",011 5892200,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
61999,Vitacare Pharmacy - V & A Waterf,FORESHORE,FORESHORE,"ICON BUILDING CNR LOWER LONG &, HANS STRYDOM AVENUE",021 4252426,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
770809,Clicks Pharmacy - Fort Beaufort,FORT BEAUFORT,FORT BEAUFORT,"SHOP 13, GROVE PLAZA SHOPPING CENTRE, CAMPBELL STREET",021 4601555,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
461601,Clicks Pharmacy Franschoek,FRANSCHHOEK,FRANSCHHOEK,"SHOP 12 PICK N PAY BUILDING, 25 MAIN ROAD, FRANSCHHOEK",021 8764372,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
333689,Franschhoek Pharmacy,FRANSCHHOEK,FRANSCHHOEK,"62A HUGUENOT STREET, FRANSCHHOEK",021 8762261,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
718955,Clicks Pharmacy-Gansbaai,GANS BAY,GANS BAY,"SHOP 24 GREAT WHITE JUNCTION, SHOPPING CENTRE MAIN ROAD, GANSBAAI",028 3840402,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
333700,Main Road Centurion 30131 Cc T/A,GANS BAY,GANS BAY,"29 MAIN ROAD, GANSBAAI",028 3840637,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
373486,Clicks Pharmacy - Gardens Centre,GARDENS,GARDENS,"SHOP 1 GARDENS CENTRE, 1 MILL STREET, GARDENS",021 4616819,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
